"state","acclength","areacode","interplan","vmailplan","vmailmess","daycalls","daycharge","evecalls","evecharge","nightcalls","nightcharge","intlcalls","intlcharge","custservcalls","churn"
"OK",97,415,"no","no",0,107,25.77,96,13.21,112,10.8,4,3.97,1,"no"
"OR",149,415,"yes","no",0,87,29.95,81,12.33,92,11.23,4,1.54,0,"no"
"IN",117,415,"yes","yes",22,82,33.32,82,27.43,120,10.15,5,1,1,"no"
"OH",84,408,"no","no",0,125,27.12,90,21,82,8.46,4,1.94,2,"no"
"CT",99,415,"no","no",0,64,24.94,99,23.29,98,14.46,1,2.4,3,"no"
"NH",54,510,"no","no",0,102,35.79,83,17.38,53,5.75,5,2.3,1,"no"
"WI",85,415,"no","no",0,95,17.34,139,22.97,105,6.67,3,2.89,1,"no"
"MS",150,510,"no","no",0,99,21.42,73,20.27,100,12.83,6,2.75,3,"no"
"WV",43,415,"no","no",0,125,28.63,89,20.72,102,9.66,2,3,1,"no"
"MA",35,415,"no","no",0,129,17.95,129,21.95,77,9.59,3,2.35,0,"no"
"PA",112,510,"no","no",0,76,36.91,100,17.44,91,8.36,3,2.54,2,"no"
"WI",16,510,"no","no",0,78,39.03,108,17.48,91,7.48,2,2.92,0,"yes"
"TX",84,408,"no","no",0,102,23.56,93,16.92,137,9.18,4,2.11,0,"no"
"IL",84,510,"no","no",0,129,30.86,112,11.11,118,8.39,4,2.3,1,"no"
"DC",66,415,"no","no",0,91,28.44,68,19.55,118,8.63,5,2.86,1,"yes"
"GA",98,415,"no","yes",31,105,20.57,98,18.61,110,10.2,1,3.24,1,"no"
"ID",74,415,"no","no",0,124,37.59,94,9.42,112,10.8,3,2.86,0,"no"
"UT",96,408,"no","yes",26,108,24.79,89,16.34,96,7.43,2,2.67,1,"no"
"KY",119,510,"no","no",0,122,37.88,107,13.87,112,7.23,6,3.02,1,"no"
"WI",92,415,"yes","no",0,91,44.93,115,13.68,73,8.94,5,2.51,0,"no"
"IL",21,415,"no","no",0,78,24.82,79,9.32,108,11.13,7,1.84,0,"no"
"RI",133,510,"yes","no",0,108,21.64,81,21.36,88,6.08,3,2.78,1,"no"
"TX",145,415,"no","no",0,110,31.94,117,16.75,108,7.52,4,1.3,2,"no"
"OR",25,408,"no","no",0,90,30.4,72,12,99,9.14,5,2.27,2,"no"
"NV",64,415,"no","no",0,80,16.52,90,15.83,92,8.5,6,2.81,2,"no"
"NE",85,415,"no","no",0,85,44.17,117,20.6,72,7.6,1,1.46,0,"no"
"MS",126,415,"no","no",0,112,43.61,90,16.96,122,8.47,5,1.89,3,"no"
"OR",76,415,"no","no",0,77,28.82,87,10.54,92,9.87,3,2.7,0,"no"
"AZ",117,408,"no","no",0,84,40.78,106,14.86,93,9.43,2,2.65,0,"no"
"SD",128,408,"no","yes",34,73,24.19,79,16.56,81,10.77,6,4.32,1,"no"
"NV",115,415,"no","no",0,98,31.3,73,27.8,106,9.56,6,2.03,2,"no"
"MN",51,510,"no","no",0,114,44.18,94,14.98,112,3.47,1,4.13,1,"no"
"NJ",100,415,"no","no",0,122,34.65,76,24.06,83,8.88,3,3.38,0,"no"
"IN",96,415,"no","yes",45,124,42.3,77,11.93,102,11.86,2,2.78,3,"no"
"DC",112,415,"no","yes",16,110,37.67,123,11.07,108,9,3,3.05,1,"no"
"MA",129,510,"yes","no",0,131,32.79,101,15.77,130,9.23,4,2.94,1,"no"
"ME",163,415,"no","no",0,129,20.81,108,9.64,97,8.11,7,3.38,1,"no"
"NH",67,415,"no","yes",40,65,17.83,93,18.39,128,9.78,9,2.59,1,"no"
"AZ",140,408,"no","no",0,91,29.44,106,16.73,128,9.42,5,3.02,3,"no"
"KS",46,510,"no","no",0,100,42.55,90,22.15,104,8.78,2,3.59,2,"yes"
"NE",148,415,"no","no",0,98,30.31,110,24.02,98,8.15,4,3.08,1,"no"
"MI",112,510,"no","no",0,77,41.38,97,15.48,94,11.66,2,3.46,1,"no"
"SC",78,415,"no","no",0,106,26.35,101,14.9,125,7,5,3.19,2,"no"
"PA",61,408,"no","yes",31,101,49.08,102,17.32,49,9.14,3,2.32,0,"no"
"MT",58,510,"no","yes",29,80,40.87,91,10.11,108,7.39,3,3.02,1,"no"
"NM",155,415,"no","no",0,123,32.35,96,25.61,134,9.66,3,2.16,1,"no"
"OH",100,510,"no","no",0,76,47.26,74,15.02,126,9.88,4,2.24,0,"yes"
"WY",113,510,"no","no",0,93,26.35,106,28.1,123,8.52,3,3.65,1,"no"
"MI",81,415,"no","no",0,99,26.1,102,16.8,86,8.93,2,1.7,2,"no"
"AR",135,510,"no","yes",27,141,46.48,99,13.09,112,11.06,6,3.32,1,"no"
"FL",99,408,"no","no",0,93,26.4,95,22.58,67,6.56,4,3.35,0,"no"
"AR",59,510,"no","yes",29,114,22.63,82,18.8,103,5.92,3,1.84,1,"no"
"MO",135,510,"no","no",0,129,41.96,121,15.96,109,6.95,5,3.4,1,"no"
"TX",70,510,"no","no",0,103,10.12,106,21.86,86,9.37,6,3,0,"no"
"TX",88,510,"no","no",0,116,23.51,138,20.06,110,8.06,4,2.59,3,"no"
"NM",55,510,"no","no",0,100,48.74,121,11.42,122,8.68,5,1.86,2,"no"
"GA",75,415,"no","no",0,114,19.94,61,17.09,82,4.86,3,3.29,1,"no"
"AL",85,408,"no","no",0,107,21.74,124,23.05,76,9.1,5,3.38,0,"no"
"KS",86,408,"no","yes",23,107,38.34,105,20.94,81,11.06,2,2.65,0,"no"
"SD",91,510,"no","no",0,115,25.33,105,20.85,94,11.7,3,2.24,0,"no"
"LA",149,415,"no","yes",20,77,33.81,88,23.29,76,8.58,9,3.86,1,"no"
"OH",97,408,"no","no",0,125,43.59,100,23.28,101,10.02,1,3,1,"yes"
"MA",88,415,"no","no",0,124,45.02,112,20.86,115,7.22,2,4,1,"yes"
"AZ",60,415,"no","no",0,88,16.69,69,15.34,69,10.06,2,2.51,2,"no"
"KY",54,408,"no","no",0,99,27.17,64,22.44,70,5.21,7,2.62,2,"no"
"DC",11,415,"no","yes",28,86,32.4,122,18.71,80,8.11,3,1.62,3,"no"
"WA",109,415,"no","no",0,120,31.28,119,10.23,86,6.92,3,2.97,0,"no"
"UT",90,415,"no","no",0,128,44.51,104,18.75,91,6.15,5,2.59,1,"no"
"RI",115,408,"no","no",0,109,25.14,117,19.41,90,13.49,9,2.59,3,"no"
"OH",144,415,"no","yes",18,109,18.09,113,9.19,111,9.38,5,2.73,1,"no"
"NV",91,408,"no","no",0,75,22.73,87,16.6,89,12.62,2,1.59,0,"no"
"ND",105,415,"no","yes",23,85,32.9,90,18.72,111,12.26,5,2.3,0,"no"
"NV",71,415,"yes","no",0,113,30.29,94,14.26,111,8.19,3,3.67,3,"yes"
"FL",132,510,"no","yes",36,103,38.45,125,15.44,102,11.65,5,2.84,3,"yes"
"MD",112,415,"no","no",0,103,28.97,71,17.02,100,11.62,4,3.13,1,"no"
"AL",41,510,"no","yes",34,63,33.05,110,21.67,115,7.21,9,4.64,2,"no"
"NE",44,415,"no","no",0,146,40.85,83,13.99,106,10.83,2,2.86,1,"no"
"NV",78,408,"no","no",0,116,12.75,87,21.14,83,7.92,6,2.57,3,"no"
"IL",149,408,"no","no",0,117,11.75,100,11.59,53,8.18,3,1.7,1,"no"
"UT",50,510,"no","no",0,106,43.88,106,13.72,110,10.13,5,3.16,1,"no"
"GA",141,510,"no","yes",23,112,25.45,118,13.81,115,9.91,2,2.05,3,"no"
"AZ",140,408,"no","no",0,134,25.47,98,13.97,124,13.26,2,2.19,1,"no"
"ID",99,408,"no","no",0,102,32.37,107,13.44,92,12.22,4,3.02,2,"no"
"HI",166,408,"no","no",0,108,30.84,54,21.57,94,5.05,6,3.13,1,"no"
"NV",124,408,"no","no",0,123,25.69,104,15.93,93,11.49,3,1.43,1,"no"
"MD",74,415,"no","no",0,116,26.47,63,14.76,97,11.58,4,2.19,0,"no"
"GA",85,510,"no","no",0,132,37.79,101,19.68,75,10.06,2,2.97,3,"no"
"UT",36,415,"no","yes",16,111,25.4,113,11.2,87,5.97,2,1.81,0,"no"
"MA",102,510,"yes","no",0,103,39.75,131,18.84,106,6.61,3,3.46,0,"no"
"IN",76,415,"no","no",0,100,34.71,139,24.87,105,10.99,2,2.84,0,"no"
"IA",130,415,"no","no",0,119,25.57,99,19.59,76,8.38,4,3.32,1,"no"
"IN",78,415,"no","no",0,119,35.51,132,21.45,120,12.61,7,3.46,0,"no"
"AL",55,415,"yes","no",0,91,32.62,110,21.77,101,9.17,6,3.86,1,"yes"
"ME",92,415,"yes","no",0,113,22.22,122,22.15,98,10.99,2,2.54,2,"yes"
"MD",18,408,"no","no",0,93,46.51,116,9.74,120,11.28,4,2.21,1,"no"
"FL",161,415,"yes","no",0,114,26.54,63,15.33,115,8.08,9,3,2,"no"
"CA",93,415,"no","yes",36,134,30.38,102,15.18,82,5.71,4,2.16,2,"no"
"AL",144,415,"no","no",0,93,30.18,75,24.43,118,8.12,3,3.21,2,"no"
"WV",95,415,"no","no",0,91,29.78,109,20.77,95,3.41,2,2.03,1,"no"
"SD",126,415,"no","yes",23,102,19.43,103,16.18,111,10.82,7,3.4,3,"no"
"FL",124,415,"no","yes",28,104,42.74,89,19.13,121,11.34,5,2.03,1,"no"
"MI",109,415,"yes","yes",26,138,36.92,111,12.37,76,12.63,3,2.51,0,"no"
"AK",41,415,"no","no",0,66,27.08,75,10.7,76,11.79,5,3,1,"no"
"OH",136,415,"no","yes",31,88,24.33,65,20.11,120,10.25,5,3.08,2,"no"
"MO",92,415,"no","no",0,122,26.18,88,28.03,117,12.96,2,1.51,3,"yes"
"KS",143,408,"no","yes",24,69,31.72,116,18.87,138,10.57,5,3.13,1,"no"
"VT",193,408,"no","yes",17,102,21.08,81,17.25,129,9.23,3,3.32,1,"no"
"NE",73,415,"no","no",0,94,33.71,101,23.74,87,6.58,8,4,3,"no"
"VA",62,408,"no","no",0,101,29.38,97,17.41,90,10.84,8,2.46,2,"no"
"DE",30,415,"no","yes",30,74,36.96,86,18.17,104,10.22,3,1.78,0,"no"
"MS",96,510,"no","no",0,100,16.69,88,26.11,120,8.21,1,2.05,2,"no"
"OK",52,408,"no","no",0,68,36.5,138,13.48,114,5.55,4,2.54,2,"no"
"NM",87,415,"no","no",0,92,28.59,100,19.1,99,7.63,3,3.48,1,"no"
"WI",41,408,"no","no",0,97,34.49,104,13.07,92,5.11,3,2.43,3,"no"
"WV",112,415,"no","no",0,108,44.44,102,13.13,90,5.89,2,3.13,1,"no"
"MO",61,408,"no","no",0,108,7.65,74,12.86,94,6.88,6,2.65,2,"no"
"IL",87,510,"no","no",0,105,39.32,108,14.59,136,3.05,6,3.51,1,"no"
"OK",176,408,"no","no",0,125,8.06,90,14.26,107,7.34,8,2.84,2,"no"
"MI",30,510,"no","no",0,88,38.66,100,15.51,134,8.63,3,3.38,0,"no"
"NJ",95,415,"no","yes",22,126,6.95,90,11.34,91,11.89,7,3.21,0,"no"
"ID",46,415,"no","no",0,133,21.22,143,13.37,72,8.97,4,2.32,2,"no"
"NY",47,415,"no","yes",37,77,27.8,102,17.26,87,10.44,4,2.11,2,"no"
"AL",77,415,"no","no",0,112,27.71,89,18.62,66,10.5,3,1.81,2,"no"
"OR",98,415,"no","yes",38,61,36.33,104,21.51,73,9.35,5,2.89,2,"no"
"TX",128,415,"no","yes",40,88,29.1,109,12.38,93,8.86,6,3.78,1,"no"
"UT",190,415,"no","yes",22,93,28.31,92,15.56,102,5.44,3,2.3,0,"no"
"OR",165,415,"no","no",0,126,36.82,104,16.22,123,10.11,8,3.35,0,"no"
"NY",59,408,"no","no",0,113,18.33,125,18.41,92,9.79,3,2.67,2,"no"
"AL",47,408,"no","yes",28,94,24.02,108,14.28,84,5.11,2,2.11,1,"no"
"RI",150,415,"no","yes",29,77,35.68,52,13.43,113,6.39,1,1.78,0,"no"
"NC",26,415,"no","no",0,109,39.87,129,18.4,94,8.62,6,0.95,3,"no"
"MD",79,510,"no","yes",31,90,17.53,135,20.66,92,3.44,8,3.29,3,"no"
"RI",95,510,"no","yes",27,106,22.02,90,21.16,115,12.06,3,3.21,1,"no"
"WI",69,510,"yes","no",0,90,47.57,91,21.14,118,7.69,10,2.27,2,"yes"
"CT",31,415,"no","yes",31,54,17.02,97,20.94,131,11.48,3,1.59,0,"no"
"NY",157,415,"no","no",0,111,38.17,99,17.06,118,5.25,2,3.11,2,"no"
"GA",44,510,"no","no",0,112,48.98,92,21.93,90,8.66,4,2.75,3,"yes"
"UT",61,510,"yes","no",0,103,13.29,149,16.65,100,4.86,6,2.73,2,"no"
"NM",65,415,"no","no",0,80,25.28,94,22.02,107,6.73,6,3.43,2,"no"
"NE",74,415,"no","yes",25,84,33.08,103,10.19,75,7.9,2,3.54,2,"no"
"NJ",123,408,"no","no",0,77,27.12,92,25.82,120,10.21,4,3.24,0,"no"
"TX",58,408,"no","yes",20,110,33.07,89,18.16,92,10.65,2,2.57,1,"no"
"MT",74,408,"no","no",0,96,29.6,94,21.34,123,11.59,5,2.24,2,"yes"
"CO",125,415,"no","no",0,97,22.41,100,11.62,119,13.87,6,2.08,2,"no"
"VT",80,415,"no","no",0,103,27.3,109,20.15,88,11.03,1,2.89,1,"no"
"RI",53,408,"no","yes",18,107,24.96,84,26.35,130,8.04,7,1.94,0,"no"
"WY",99,408,"no","yes",28,88,34.12,116,22.46,102,7.77,5,2.46,1,"no"
"ID",99,415,"no","no",0,106,24.75,106,8.36,83,10.39,5,2.94,1,"no"
"CT",66,415,"no","yes",29,104,39,84,21.88,119,10.42,1,2.16,2,"no"
"ME",97,510,"no","no",0,76,35.87,100,16.07,102,5.54,4,1.27,3,"no"
"AZ",75,510,"no","yes",37,97,20.66,110,23.07,97,11.19,5,3.05,2,"no"
"MD",85,510,"yes","no",0,73,36.72,117,16,98,6.62,7,0.97,2,"no"
"IN",108,510,"no","no",0,88,49.81,101,13.65,87,6.48,6,2.7,2,"no"
"NC",133,408,"yes","yes",32,137,37.59,99,22.52,108,7.6,4,4.16,2,"yes"
"DE",51,510,"no","no",0,108,30.86,87,16.74,119,8.42,2,2.78,1,"no"
"MN",186,415,"no","yes",26,107,12.63,116,15.07,90,13.33,3,3.92,2,"no"
"WI",44,415,"yes","no",0,92,10.59,82,23.38,108,6.24,3,2.92,1,"no"
"FL",64,408,"no","yes",31,88,38.86,109,21.12,124,7.52,1,2.43,3,"no"
"WV",44,510,"no","no",0,121,38.78,79,23.5,77,12.59,5,2.67,2,"yes"
"SD",114,415,"no","yes",36,90,52.68,89,17.03,105,8.26,2,3.83,1,"no"
"FL",92,415,"no","no",0,74,34.32,119,19.28,80,9.79,6,3.7,3,"no"
"OR",110,408,"no","no",0,112,25.47,93,15.3,119,6.3,4,3.16,2,"no"
"CO",90,408,"no","yes",30,76,31.25,95,19.52,124,6.48,3,2.08,1,"no"
"CT",72,408,"no","yes",21,108,31.74,86,28.48,119,8.42,4,4.46,1,"no"
"PA",171,415,"no","yes",25,77,37.94,118,15.57,90,6.79,3,2.75,3,"no"
"NM",104,415,"no","no",0,109,27.91,90,13.21,117,7.6,8,2.89,1,"no"
"ME",165,408,"no","no",0,75,25.59,93,16.41,93,14.02,2,2.78,1,"no"
"SD",104,510,"no","no",0,128,39.81,92,24.91,79,8.28,6,2.65,0,"yes"
"AR",110,408,"no","no",0,102,9.4,124,14,108,9.03,5,2.75,1,"no"
"WI",117,408,"no","yes",14,81,13.63,103,18.62,102,5.52,2,2.32,1,"no"
"AL",109,408,"no","no",0,105,37.21,87,25.49,110,7.14,4,3.05,2,"no"
"PA",82,408,"no","no",0,96,21.37,137,17.65,103,8.24,2,3.48,1,"no"
"OK",92,510,"no","no",0,85,29.97,125,7.94,107,9.32,1,2.59,2,"no"
"ME",82,510,"no","yes",29,111,35.22,137,21.6,92,7.62,5,2.57,2,"no"
"WV",90,415,"no","no",0,138,34.97,83,13.76,104,12.14,6,3.38,2,"no"
"MN",124,510,"no","no",0,70,26.78,79,11.11,98,8.7,4,2.59,3,"no"
"NY",39,408,"no","no",0,68,27.27,103,8.72,106,10.59,5,2.46,2,"no"
"AZ",84,415,"no","no",0,80,27.03,128,14.27,101,7.54,5,3.32,1,"no"
"OH",75,510,"no","yes",46,62,36.4,111,17.08,126,11.11,6,2.48,0,"no"
"MI",102,510,"no","no",0,89,17.44,77,20.91,140,7.67,4,2.46,2,"no"
"MA",62,415,"yes","no",0,86,27.15,76,16.79,105,5.47,6,3.75,0,"yes"
"WV",143,510,"no","no",0,109,34.48,104,14.09,71,6.48,4,1.24,1,"no"
"MI",53,415,"no","no",0,95,9.78,131,22.57,128,10.99,6,3.13,3,"no"
"NM",30,415,"no","no",0,144,28.88,118,19.14,93,7.64,7,3.08,1,"no"
"RI",129,415,"no","no",0,119,23.72,105,24.59,97,5.82,8,3.54,0,"no"
"NC",63,415,"no","yes",29,107,24.19,56,10.09,91,10.8,8,1.78,1,"no"
"WY",28,415,"no","no",0,94,31.93,86,21.13,124,9.4,5,2.86,0,"no"
"WY",111,415,"no","no",0,55,24.85,83,22.23,116,7.34,3,2.35,3,"no"
"PA",91,510,"no","no",0,120,39.41,106,12.8,129,12.11,7,3.13,3,"no"
"KY",90,415,"no","no",0,83,32.93,79,13.11,60,13.46,3,3.43,1,"no"
"NV",105,415,"yes","yes",29,82,37.52,110,18.5,100,8.57,6,3.56,1,"yes"
"DC",41,408,"no","yes",37,110,40.77,115,18.86,100,8.51,1,1.97,2,"no"
"UT",48,510,"no","yes",43,111,29.24,64,17.02,96,10.49,5,2.16,1,"no"
"WA",166,408,"yes","yes",35,138,21.79,113,23.33,130,13.45,7,2.38,2,"no"
"FL",79,510,"no","no",0,119,22.13,121,24.73,140,8.77,6,3.78,3,"no"
"VA",153,510,"no","no",0,107,33.22,96,13.14,97,6.43,6,3.13,1,"no"
"KS",110,415,"yes","no",0,79,49.86,90,16.02,91,12.01,4,3.92,0,"yes"
"KS",163,415,"no","no",0,89,32.52,87,16.48,121,12.08,4,3.46,1,"no"
"DC",126,510,"no","no",0,88,20.81,111,12.22,106,7.07,3,3.11,1,"no"
"ME",105,408,"no","yes",33,68,35.63,140,12.49,131,5.44,3,2.86,2,"no"
"LA",172,415,"no","no",0,140,36.67,84,12.44,83,11.91,1,1.92,3,"no"
"DC",126,415,"no","no",0,110,27.44,125,18.75,78,11.21,2,1.38,0,"no"
"TX",97,510,"no","no",0,91,24.51,137,19.27,72,6.51,4,3.73,3,"no"
"NJ",95,408,"yes","yes",37,109,37.43,99,15.75,82,9.23,2,1.11,0,"yes"
"VT",97,415,"no","no",0,119,19.16,109,18.5,76,6.84,5,1.76,1,"no"
"GA",76,415,"no","no",0,125,50.92,92,19.27,134,9.48,4,3.7,0,"yes"
"TX",140,408,"no","no",0,107,33.12,99,14.53,93,10.13,4,3.75,0,"no"
"MT",169,415,"no","no",0,112,17.14,69,19.55,95,8.71,2,2.57,0,"no"
"ND",68,408,"no","yes",22,97,14.03,94,24.64,114,8.1,4,1.3,3,"no"
"NJ",122,415,"no","yes",34,104,24.89,103,7.62,91,9.9,4,4.21,2,"no"
"MO",36,408,"no","no",0,129,30.24,87,19.09,102,13.78,6,2.92,2,"no"
"NC",64,408,"no","yes",19,106,30.62,92,10.84,118,10.68,3,2.03,0,"no"
"MT",13,415,"no","yes",31,94,45.1,95,12.55,117,11.67,1,3.48,1,"no"
"DE",106,415,"no","no",0,83,21.86,114,11.39,113,9.48,2,3.08,0,"no"
"ND",88,415,"no","no",0,92,27.46,108,14.75,95,9.28,4,2.13,2,"no"
"VA",74,408,"no","no",0,120,28.1,106,16.87,102,9.38,3,2.65,1,"no"
"OK",49,415,"no","no",0,79,36.35,93,22.53,128,10.79,7,4.21,0,"no"
"CO",111,510,"no","yes",24,114,34.94,99,18.64,95,9.72,4,3.78,1,"no"
"MT",50,415,"no","yes",22,112,42.99,99,15.12,146,7.13,4,2.3,3,"no"
"ME",88,415,"no","no",0,91,32.64,127,10.85,125,7,5,2.03,1,"no"
"WI",131,415,"no","yes",39,122,11.75,136,8.61,94,4.72,4,2.46,0,"no"
"MO",79,408,"no","no",0,97,44.49,48,17.9,83,11.55,3,1.62,3,"yes"
"NY",140,415,"no","no",0,81,40.04,130,21.86,111,4.64,4,3.11,2,"no"
"CT",105,408,"no","no",0,100,36.28,52,17.42,93,8.09,6,2.57,1,"no"
"AR",54,415,"no","yes",39,143,35.17,72,10.86,120,8.96,1,2.48,3,"no"
"WY",87,415,"no","yes",22,65,44.85,115,8.79,109,9.36,3,2.3,3,"no"
"CA",96,510,"no","yes",31,126,31.18,106,16.62,93,8.1,5,2.84,1,"no"
"MN",55,415,"no","no",0,147,29.85,118,13.75,55,13.03,4,2.51,0,"no"
"AK",130,415,"no","no",0,101,41.23,114,8.74,89,6.41,2,2.51,2,"no"
"VA",34,415,"no","no",0,102,25.67,101,11.17,86,8.4,7,2.67,0,"no"
"CO",139,415,"no","no",0,103,23.48,100,13.98,63,6.07,2,2.24,1,"no"
"MT",109,408,"no","no",0,69,45,120,25.93,86,8.88,9,2.57,1,"yes"
"SD",65,408,"no","yes",31,70,47.99,89,12.92,93,10.15,4,3.24,1,"no"
"NE",63,415,"no","no",0,80,35.9,93,20.2,58,11.66,2,3.32,0,"no"
"VT",152,415,"no","no",0,126,33.51,76,11.06,100,3.51,4,2,3,"no"
"ND",147,408,"no","no",0,95,34.9,128,14.17,84,10.83,4,2.11,1,"no"
"GA",112,415,"no","yes",22,110,30.91,123,19.39,141,11.82,4,2.48,2,"no"
"OR",120,415,"no","no",0,120,42.84,106,12.77,96,6.83,1,2.59,2,"no"
"MT",27,510,"no","no",0,102,32.95,104,10.11,124,6.12,3,2.48,0,"no"
"WY",171,415,"no","no",0,135,39.3,74,16.04,124,9.31,1,3.32,1,"no"
"GA",101,415,"no","yes",33,108,34.02,122,16.06,90,9.23,4,4.19,0,"no"
"WV",32,408,"no","yes",26,109,45.34,107,19.75,98,9.58,4,4.4,1,"no"
"CT",3,415,"no","yes",36,117,20.08,125,18.83,89,4.68,6,3.21,2,"no"
"IL",151,408,"no","no",0,106,29.8,87,12.27,88,7.21,5,3.19,0,"no"
"CO",60,408,"no","no",0,99,21.27,62,21.15,79,9.51,3,3.02,3,"no"
"LA",43,415,"no","no",0,101,41.12,121,11,104,11.92,3,1.59,1,"no"
"MA",42,408,"no","no",0,134,41,114,9.9,91,6.85,4,2.86,0,"no"
"IN",84,408,"no","no",0,99,36.91,68,20.06,120,5.32,4,2.54,1,"no"
"NY",65,510,"no","no",0,110,33.22,109,15.4,105,8.03,4,2.4,0,"no"
"TX",75,415,"yes","no",0,78,37.81,111,27.8,104,9.36,9,2.35,1,"yes"
"KS",116,510,"no","no",0,90,32.22,118,16.13,83,9.26,2,3.54,1,"no"
"WV",107,415,"no","no",0,100,20.93,82,13.46,82,11.52,5,2.51,0,"no"
"NE",189,415,"no","yes",38,98,43.64,120,12.79,87,5.54,3,3.08,3,"no"
"ND",123,408,"no","no",0,94,27.05,119,20.54,120,9.11,1,1.76,1,"no"
"AK",110,408,"no","no",0,90,17.02,93,19.83,57,9.2,8,3,3,"no"
"ME",176,415,"no","no",0,76,37.94,131,18.22,80,6.95,2,2.73,3,"no"
"SC",108,510,"no","no",0,101,31.86,126,16.99,107,9.72,8,3.4,1,"no"
"MN",13,510,"no","yes",21,105,53.65,71,17.76,123,11.7,3,3.27,3,"no"
"CO",71,415,"no","no",0,104,47.18,121,11.2,101,5.71,2,2.21,1,"no"
"KS",88,415,"no","no",0,111,32.27,101,16.77,111,10.55,3,4.02,2,"no"
"MS",137,510,"no","no",0,119,25.02,91,16.39,105,7.77,4,2.75,1,"no"
"NJ",92,510,"no","yes",29,110,26.42,104,16.02,118,11.47,4,2.16,3,"no"
"MT",96,415,"no","no",0,98,16.59,118,8.97,105,9.91,9,3.13,1,"no"
"AR",156,415,"no","no",0,94,30.4,97,15.16,77,7.61,3,2.03,1,"no"
"WA",63,408,"no","no",0,104,25.38,75,23.26,72,9.3,4,2.46,0,"no"
"IA",98,415,"no","no",0,86,36.86,114,16.22,79,8.44,9,2.97,0,"no"
"WV",121,415,"no","no",0,110,17.56,82,10.97,113,7.52,3,2.89,0,"no"
"RI",94,415,"no","no",0,95,23.7,92,13.52,129,5.77,3,2.08,0,"no"
"KS",99,415,"no","no",0,110,32.5,102,13.93,114,10.96,3,3.81,1,"no"
"MT",163,510,"no","yes",23,104,27.2,64,16.1,118,10.35,7,2.81,1,"no"
"MO",161,510,"no","no",0,95,37.69,82,16.41,113,8.73,4,1.76,3,"no"
"HI",99,415,"no","no",0,81,10.69,64,19.64,121,7.6,5,2.3,1,"no"
"CO",108,415,"no","no",0,78,36.65,119,16.6,65,8.75,5,0.97,1,"no"
"CT",84,510,"no","yes",42,97,28.1,118,19,72,11.74,7,2.05,3,"no"
"ID",83,415,"yes","yes",32,111,16.1,98,13.12,109,9.02,6,2.86,2,"no"
"DC",139,510,"no","no",0,81,34.54,99,12.96,76,8.9,3,2.62,2,"no"
"TN",69,510,"no","no",0,70,33.2,108,18.42,119,11.7,4,3.38,3,"no"
"VA",158,415,"no","no",0,101,37.88,128,17.26,106,9.48,2,1.86,2,"no"
"SD",168,415,"no","yes",22,70,29.9,105,17.99,81,7.85,5,1.97,2,"no"
"WV",115,510,"yes","no",0,95,42.48,104,20.61,121,6.83,6,4.13,1,"yes"
"GA",57,408,"yes","yes",30,130,39.87,116,16.59,94,12.1,4,3.08,2,"no"
"AZ",67,415,"no","no",0,116,35.82,86,18.63,83,8.09,6,1.94,1,"no"
"AK",127,408,"no","no",0,124,30.99,110,14.44,116,8.28,3,2.51,1,"no"
"AK",78,510,"no","no",0,88,32.35,89,16.53,109,11.54,5,3.16,2,"no"
"CT",100,415,"no","yes",38,88,30.11,108,13.91,72,10.92,2,2,0,"no"
"KY",113,415,"no","no",0,96,36.65,127,16.44,115,4.74,3,3.65,1,"no"
"OR",129,510,"no","yes",36,103,32.78,83,15.05,118,9.74,5,4.43,1,"no"
"TN",57,510,"no","no",0,100,25.38,110,17.02,101,10.43,3,3.21,2,"no"
"WV",82,408,"no","no",0,116,24.43,99,14.51,95,12.95,5,2.11,1,"no"
"NJ",64,415,"no","no",0,111,38.22,101,16.15,110,9.96,2,2.48,1,"no"
"MS",86,510,"no","yes",39,122,44.4,101,18.21,101,6.97,5,3.43,2,"no"
"ME",151,415,"no","yes",26,98,33.41,111,14.94,124,9.98,5,3.62,0,"no"
"WY",94,510,"no","no",0,105,46.1,105,17.22,51,9.97,3,3.11,3,"yes"
"WY",90,415,"no","no",0,121,35.22,104,24.86,103,10.18,1,2.16,2,"no"
"IN",48,510,"no","no",0,94,51.07,103,11.32,94,8.88,5,1.94,2,"no"
"NM",85,408,"no","yes",37,123,39.03,90,11.25,76,9.54,8,2.57,2,"no"
"NJ",93,415,"yes","yes",20,110,31.88,94,14.43,127,7.89,4,3.27,1,"no"
"DC",169,415,"yes","no",0,98,9.71,78,16.97,103,12.36,6,1.76,3,"no"
"KY",91,415,"yes","no",0,89,24.65,102,14.94,151,10.07,3,4.51,2,"yes"
"KS",68,510,"no","no",0,123,27.12,93,20.47,76,9.46,3,3.08,1,"no"
"MI",101,510,"no","no",0,72,32.42,103,17.73,111,9.17,8,2.38,1,"no"
"LA",158,408,"no","no",0,126,34.34,86,13.9,84,8.79,6,2.81,1,"no"
"MT",78,415,"no","no",0,122,32.59,88,20.52,86,9.16,5,2.46,1,"no"
"WA",119,415,"no","yes",26,97,27.42,110,21.28,92,6.41,8,1.78,1,"no"
"MI",120,415,"no","no",0,85,25.6,128,10.12,123,10.48,2,1.73,1,"no"
"KY",155,510,"no","no",0,102,31.38,117,16.66,122,10.19,1,2.11,1,"no"
